"Nazwa";"Typ";"Latitude";"Longitude"
"Witomino Leśniczówka 02";"stop_position";"54.4915719";"18.5114512"
"Pomorskie Szkoły Rzemiosł 01";"stop_position";"54.3610866";"18.6100258"
"Schumana 01";"stop_position";"54.3593392";"18.6044833"
"Schumana 02";"stop_position";"54.3591445";"18.6036956"
"Schuberta 01";"stop_position";"54.3578369";"18.6003053"
"Schuberta 02";"stop_position";"54.3573428";"18.599455"
"Buszkowy, Kościół";"stop_position";"54.230951";"18.4450173"
"Buszkowy, Kościół";"stop_position";"54.2311532";"18.4449835"
"Pręgowo, Strażacka";"stop_position";"54.2485342";"18.4692794"
"Pręgowo, Wodociągowa";"stop_position";"54.251683";"18.4754282"
"Pręgowo, Zachodnia";"stop_position";"54.2484715";"18.4792192"
"Pręgowo, Wspólna";"stop_position";"54.2524213";"18.4814885"
"Lisewiec, Leśne Echo";"stop_position";"54.2416428";"18.4880362"
"Czapielsk, Skrzyżowanie";"stop_position";"54.2622688";"18.4268479"
"Czapielsk, Kocanki";"stop_position";"54.2570181";"18.4232025"
"Lisewiec, Parkowa";"stop_position";"54.2424416";"18.4949166"
"Lisewiec";"stop_position";"54.2457866";"18.5028233"
"Kowale Szlachecka";"stop_position";"54.3032051";"18.5446554"
"Bąkowo";"stop_position";"54.2933862";"18.5314465"
"Lublewo Gdańskie, Konwaliowa";"stop_position";"54.2898949";"18.5138331"
"Lublewo Gdańskie";"stop_position";"54.2839311";"18.499573"
"Lublewo Gdańskie, Polna";"stop_position";"54.2812786";"18.4889656"
"Kolbudy, Szkoła";"stop_position";"54.2768767";"18.4773144"
"Kowale Szlachecka (n/ż) 01";"stop_position";"54.3031043";"18.5465341"
"Kowale Szlachecka (n/ż) 02";"stop_position";"54.302927";"18.5467168"
"Kowale Szlachecka";"stop_position";"54.304011";"18.5472385"
"Buszkowy, Rajska Dolina";"stop_position";"54.2385228";"18.4425422"
"Lublewo Gdańskie, Szkoła";"stop_position";"54.2827166";"18.5048889"
"Bielkowo Zbiornik";"stop_position";"54.2724771";"18.4983724"
"Bielkówko, Przejazd kolejowy";"stop_position";"54.2658437";"18.5041962"
"Bielkówko, Przejazd kolejowy";"stop_position";"54.2665781";"18.5036404"
"Bielkowo";"stop_position";"54.2766075";"18.5022165"
"Bielkówko, Szkoła";"stop_position";"54.2605257";"18.5134982"
"Bielkówko, Browar";"stop_position";"54.2616392";"18.5203361"
"Bielkówko, Browar";"stop_position";"54.2614002";"18.519596"
"Kolbudy, Plac Kaszubski";"stop_position";"54.2725605";"18.4663505"
"Kolbudy, Plac Kaszubski";"stop_position";"54.2720366";"18.4670118"
"Orłowo SKM - ""Klif"" 04";"stop_position";"54.4761032";"18.5529673"
"Amona 01";"stop_position";"54.4998689";"18.4469108"
"Leźno, Jagodowe Wzgórze III";"stop_position";"54.3309142";"18.4526262"
"Leźno Smęgorzyno";"stop_position";"54.3404669";"18.4541259"
"Leźno Smęgorzyno";"stop_position";"54.3405565";"18.4541657"
"Leźno Jagodowe Wzgórze I";"stop_position";"54.3430709";"18.455015"
"Leźno Jagodowe Wzgórze I";"stop_position";"54.3431148";"18.4550519"
"Rębiechowo, Spacerowa";"stop_position";"54.3853245";"18.4262658"
"Banino, Zacisze";"stop_position";"54.3776142";"18.4080364"
"Rębiechowo PKM - Parking";"stop_position";"54.3886846";"18.4408317"
"Leźno Słoneczna";"stop_position";"54.339863";"18.4367848"
"Leźno Słoneczna";"stop_position";"54.3398078";"18.4355879"
"Chrzanowskiego 01";"stop_position";"54.3799909";"18.5864889"
"Sopocka 02";"stop_position";"54.4299697";"18.4761928"
"Niestępowo, Stara Piła PKP";"stop_position";"54.3261396";"18.4116127"
"Szczecińska 02";"stop_position";"54.4024991";"18.581858"
"Szczecińska 01";"stop_position";"54.4024524";"18.5821814"
"Śnieżna 01";"stop_position";"54.3918219";"18.6571681"
"Przyjaźń Mała Przyjaźń";"stop_position";"54.2932492";"18.4000392"
"Rondo Kaszubskie 02";"stop_position";"54.2661264";"18.6281583"
"Goyki 01";"stop_position";"54.4470285";"18.5589821"
"Bohaterów Monte Cassino 02";"stop_position";"54.4431045";"18.5597148"
"Bohaterów Monte Cassino 01";"stop_position";"54.4421431";"18.5599519"
"Sopot PKP - Niepodległości 01";"stop_position";"54.438744";"18.5606617"
"3 Maja 01";"stop_position";"54.434057";"18.56159"
"3 Maja 03";"stop_position";"54.4355703";"18.5613342"
"3 Maja 02";"stop_position";"54.4337117";"18.5616253"
"Wejherowska 01";"stop_position";"54.4528181";"18.5553524"
"Niestępowo Do Zdroju";"stop_position";"54.3194474";"18.4254015"
"Niestępowo Do Zdroju";"stop_position";"54.3197634";"18.4244045"
"Stara Piła";"stop_position";"54.3254408";"18.4144898"
"Niestępowo Stara Piła";"stop_position";"54.325168";"18.414284"
"Sulmin, Bursztynowa";"stop_position";"54.3095447";"18.475027"
"Brodnicka 01";"stop_position";"54.3457171";"18.4768933"
"Brodnicka 02";"stop_position";"54.3458653";"18.4770991"
"Gdańsk, Stokłosy";"stop_position";"54.3528627";"18.4797636"
"Stokłosy 02";"stop_position";"54.3530173";"18.4807109"
"Stokłosy 04";"stop_position";"54.3526029";"18.4798395"
"Banino Szkoła 01";"stop_position";"54.3908262";"18.4119778"
"Szadółki 04";"stop_position";"54.3289657";"18.5499208"
"Szadółki 03";"stop_position";"54.3288296";"18.5508646"
"Połczyńska 01";"stop_position";"54.3337143";"18.5402865"
"Cedry Małe, Stacja paliw";"stop_position";"54.2738367";"18.8673546"
"Płowce 02";"stop_position";"54.3560389";"18.6300628"
"Wagnera 02";"stop_position";"54.3558551";"18.6124328"
"Suchanino 01";"stop_position";"54.3540479";"18.6075604"
"Suchanino 02";"stop_position";"54.3548617";"18.6072973"
"Otwarta 01";"stop_position";"54.3560282";"18.6038785"
"Otwarta 02";"stop_position";"54.356033";"18.6027654"
"Kurpińskiego 01";"stop_position";"54.3553166";"18.5970199"
"Kurpińskiego 02";"stop_position";"54.3551792";"18.5964401"
"Jarowa 01";"stop_position";"54.3646678";"18.6121948"
"Jarowa 02";"stop_position";"54.3639551";"18.6118979"
"Kręta 02";"stop_position";"54.366914";"18.6128893"
"Kręta 01";"stop_position";"54.3668276";"18.6128548"
"Siedlicka 02";"stop_position";"54.3701051";"18.6114368"
"Opolska 02";"stop_position";"54.4050256";"18.5976984"
"Olsztyńska 02";"stop_position";"54.4062658";"18.6042229"
"Park Reagana 01";"stop_position";"54.4141241";"18.5985289"
"Park Reagana 02";"stop_position";"54.4141382";"18.5986106"
"Sopot Przylesie";"stop_position";"54.4479942";"18.5405539"
"Okrężna (n/ż)";"stop_position";"54.4470098";"18.5513545"
"Sopot Przylesie";"stop_position";"54.4478803";"18.5394983"
"Borkowo Kasztanowa 01";"stop_position";"54.3006112";"18.5947227"
"Borkowo Topolowa 02";"stop_position";"54.2984481";"18.5988628"
"Borkowo Skrzyżowanie 01";"stop_position";"54.2978372";"18.6039387"
"Brętowo PKM 02";"stop_position";"54.3661167";"18.5742136"
"Jelitkowo 03";"stop_position";"54.4239137";"18.5964126"
"Jelitkowo 04";"stop_position";"54.4237854";"18.5961246"
"Starogardzka 04";"stop_position";"54.301618";"18.6068473"
"Żabianka SKM 02";"stop_position";"54.4211009";"18.570265"
"Żabianka SKM 01";"stop_position";"54.4213235";"18.5701937"
"Gościnna 03";"stop_position";"54.3229119";"18.6322593"
"Barniewicka 03";"stop_position";"54.4341893";"18.4676011"
"Kukawka";"stop_position";"54.4440225";"18.4575025"
"Owczarnia 03";"stop_position";"54.4149613";"18.4800908"
"Gdańsk, Rębiechowo PKM";"stop_position";"54.3876069";"18.4448737"
"Brzeźno Dom Zdrojowy 04";"stop_position";"54.4071754";"18.6393575"
"Władysława IV 02";"stop_position";"54.3998505";"18.675016"
"Norblina 01";"stop_position";"54.3882238";"18.571388"
"Doroszewskiego 01";"stop_position";"54.3892228";"18.5688199"
"Doroszewskiego 02";"stop_position";"54.3893015";"18.5686444"
"Siemiradzkiego 01";"stop_position";"54.3906744";"18.5708048"
"Siemiradzkiego 02";"stop_position";"54.3905406";"18.5704853"
"Stogi 01";"stop_position";"54.3620132";"18.7154439"
"Stogi 02";"stop_position";"54.3614043";"18.7145679"
"Nowy Port Oliwska 01";"stop_position";"54.401555";"18.6744426"
"Przychidnia 01";"stop_position";"54.4021931";"18.6699385"
"Rybołowców 01";"stop_position";"54.4026607";"18.665553"
"Na Zaspę 01";"stop_position";"54.4014241";"18.664664"
"Plac Wolności 01";"stop_position";"54.3990679";"18.6700204"
"Nowy Port Zajezdnia 01";"stop_position";"54.397984";"18.6732474"
"Władysława IV 01";"stop_position";"54.3987104";"18.6742947"
"Banino, Borowiecka 02";"stop_position";"54.3931063";"18.4032268"
"Radosna 01";"stop_position";"54.3445304";"18.8293124"
"Sobieszewko Ośrodek 01";"stop_position";"54.3351118";"18.8400264"
"Sobieszewko Ośrodek 02";"stop_position";"54.3346745";"18.8402776"
"Sobieszewko 02";"stop_position";"54.3283889";"18.8439533"
"Wieniecka 02";"stop_position";"54.3247303";"18.8533207"
"Wieniecka 01";"stop_position";"54.3243603";"18.854643"
"Marynarska 01";"stop_position";"54.3154705";"18.8692133"
"Marynarska 02";"stop_position";"54.3153877";"18.8693244"
"Sobieszewska Pastwa 2 01";"stop_position";"54.3125594";"18.8734935"
"Komary 02";"stop_position";"54.315756";"18.8933442"
"Komary 01";"stop_position";"54.315702";"18.8940013"
"Sztutowska 01";"stop_position";"54.354003";"18.7186941"
"Przemysłowa 03";"stop_position";"54.2698711";"18.6399648"
"1 Maja 01";"stop_position";"54.2597243";"18.6338948"
"Drzewieckiego 01";"stop_position";"54.3954767";"18.6126007"
"Drzewieckiego 02";"stop_position";"54.3950371";"18.6131925"
"Steczka 02";"stop_position";"54.3598001";"18.7401631"
"Wrzeszczańska 01";"stop_position";"54.3906112";"18.6334069"
"Stogi 06";"stop_position";"54.3615387";"18.7172361"
"Kłosowa 01";"stop_position";"54.361573";"18.7179192"
"Kępna 01";"stop_position";"54.3591825";"18.7458478"
"Górecka 02";"stop_position";"54.3554669";"18.7455171"
"Łęczycka 01";"stop_position";"54.3559059";"18.763848"
"Łowicka 01";"stop_position";"54.3551105";"18.7708424"
"Łowicka 02";"stop_position";"54.3551677";"18.7704739"
"Ostróżek 01";"stop_position";"54.2917731";"18.6359668"
"Ostróżek 02";"stop_position";"54.2903764";"18.6366986"
"Św. Wojciech 02";"stop_position";"54.286332";"18.6379198"
"Św. Wojciech 01";"stop_position";"54.2847834";"18.6379864"
"Pogotowie Ratunkowe 01";"stop_position";"54.2649337";"18.6345882"
"Pogotowie Ratunkowe 02";"stop_position";"54.2649352";"18.6344937"
"Rondo Kaszubskie 01";"stop_position";"54.266934";"18.6264675"
"Osiedle Bursztynowe 02";"stop_position";"54.2679097";"18.6281302"
"Rondo Bursztynowe 02";"stop_position";"54.2681721";"18.6241212"
"Rondo Bursztynowe 01";"stop_position";"54.2689313";"18.6227853"
"Wojska Polskiego 01";"stop_position";"54.2635193";"18.6354101"
"Chopina 02";"stop_position";"54.2617555";"18.6359939"
"Cicha (Cmentarz) 02";"stop_position";"54.2633785";"18.6259267"
"Cicha (Cmentarz) 01";"stop_position";"54.2625003";"18.6256084"
"Cyprysowa 02";"stop_position";"54.2612572";"18.6252456"
"Obrońców Wybrzeża 02";"stop_position";"54.2587989";"18.6278186"
"Obrońców Wybrzeża 01";"stop_position";"54.2588513";"18.6272473"
"Faktoria 01";"stop_position";"54.2557598";"18.6325289"
"Matejki 02";"stop_position";"54.2556493";"18.6336802"
"Matejki 01";"stop_position";"54.2559747";"18.6338431"
"Nowowiejskiego 01";"stop_position";"54.2510478";"18.6330265"
"Nowowiejskiego 02";"stop_position";"54.2493944";"18.6328245"
"Urząd Skarbowy 02";"stop_position";"54.2487445";"18.637812"
"Pruszcz Gdański Jawor";"stop_position";"54.2500881";"18.6316369"
"Batalionów Chłopskich 01";"stop_position";"54.2459808";"18.6316698"
"Batalionów Chłopskich 03";"stop_position";"54.2447465";"18.6312174"
"Tczewska 01";"stop_position";"54.241587";"18.6300784"
"Fabryczny 01";"stop_position";"54.2454151";"18.6266235"
"Zastawna 01";"stop_position";"54.2458203";"18.6227571"
"Zastawna/Rondo 50";"stop_position";"54.2413033";"18.6157882"
"Komarowo 01";"stop_position";"54.2473634";"18.6509688"
"Bohaterów Monte Cassino 01";"stop_position";"54.253485";"18.6489917"
"Dąbrowskiego 01";"stop_position";"54.2580159";"18.6493723"
"Powstanców Warszawy/Drzymały 04";"stop_position";"54.2567943";"18.65186"
"Powstańców Warszawy/Plater 29";"stop_position";"54.2558832";"18.657804"
"Nałkowskiej 01";"stop_position";"54.2563377";"18.6696116"
"Nałkowskiej 02";"stop_position";"54.2564748";"18.6683005"
"Paderewskiego 02";"stop_position";"54.257034";"18.6629366"
"Paderewskiego 01";"stop_position";"54.2571035";"18.6622672"
"Areoklub Gdański";"stop_position";"54.2544601";"18.6727521"
"Powstańców Warszawy/Gałczyńskiego 27";"stop_position";"54.2545996";"18.6712211"
"Powstańców Warszawy/Plater 06";"stop_position";"54.2556921";"18.6598135"
"Kopernika/Wagnera 98";"stop_position";"54.2680279";"18.6728125"
"Kopernika/Kasprowicza 17";"stop_position";"54.2644629";"18.6653064"
"Kopernika/Kasprowicza 62";"stop_position";"54.2652507";"18.6671524"
"Kopernika/Sienkiewicza 56";"stop_position";"54.2626594";"18.6585289"
"Kopernika/Sienkiewicza 19";"stop_position";"54.2626006";"18.6582535"
"Emilii Plater 02";"stop_position";"54.260041";"18.6617218"
"Emilii Plater 01";"stop_position";"54.2599667";"18.6602602"
"Emilii Plater 04";"stop_position";"54.259999";"18.6602675"
"Osiedle Wschód 01";"stop_position";"54.2591818";"18.6735589"
"Stocznia Północna 04";"stop_position";"54.3717108";"18.6336847"
"Sucharskiego - PKP 01";"stop_position";"54.3767021";"18.682486"
"Dambka 01";"stop_position";"54.3743906";"18.6887476"
"Kaczeńce 04";"stop_position";"54.3630808";"18.698659"
"Ku Ujściu 04";"stop_position";"54.3781186";"18.6781308"
"Śnieżna 04";"stop_position";"54.3918518";"18.6570005"
"Sportowa 02";"stop_position";"54.3353697";"18.8141701"
"Pocztowa 01";"stop_position";"54.3384296";"18.8018306"
"Pocztowa 02";"stop_position";"54.3384816";"18.8017149"
"Brzegowa 02";"stop_position";"54.3422205";"18.7941216"
"Makro 03";"stop_position";"54.3382753";"18.73619"
"Bogatka Skrzyżowanie 69";"stop_position";"54.3297699";"18.7822027"
"Maćkowy 01";"stop_position";"54.3070366";"18.6131383"
"Sokoła 01";"stop_position";"54.4986021";"18.4395485"
"Mickiewicza 06";"stop_position";"54.3833481";"18.6205849"
"Zaspa - Szpital 01";"stop_position";"54.4039257";"18.6120558"
"Wyzwolenia 02";"stop_position";"54.3999289";"18.6623696"
"Wyzwolenia 01";"stop_position";"54.4005302";"18.6610164"
"Plac Wolności 02";"stop_position";"54.3990786";"18.6683289"
"Podwale Grodzkie";"stop_position";"54.3534959";"18.6444251"
"Maćkowy 02";"stop_position";"54.3076743";"18.6130628"
"Cedry Małe, Stacja paliw";"stop_position";"54.2740708";"18.8699316"
"Wilka-Krzyżanowskiego 04";"stop_position";"54.3884596";"18.5813898"
"Wilka-Krzyżanowskiego 03";"stop_position";"54.3885156";"18.5816653"
"Nowa 01";"stop_position";"54.4312789";"18.4735242"
"Jelitkowo Kapliczna 02";"stop_position";"54.4215027";"18.601614"
"Jelitkowo Kapliczna 01";"stop_position";"54.4219594";"18.601336"
"Hestii 01";"stop_position";"54.4321015";"18.5831293"
"Hestii 02";"stop_position";"54.4317632";"18.5837489"
"Leszczyńskich 03";"stop_position";"54.4001444";"18.6060769"
"Dobra 02";"stop_position";"54.3410989";"18.6555176"
"Wróbla 02";"stop_position";"54.3405771";"18.6578964"
"Chłodna 01";"stop_position";"54.3432384";"18.6626573"
"Modra I 91";"stop_position";"54.3157209";"18.6850287"
"Elbląska";"stop_position";"54.3491409";"18.6700971"
"Siennicka 02";"stop_position";"54.3567738";"18.6794709"
"Stogi Plaża 04";"stop_position";"54.3724098";"18.7291764"
"Stogi Plaża 03";"stop_position";"54.372434";"18.7287038"
"Rozłogi 02";"stop_position";"54.3632461";"18.715755"
"Grudziądzka 04";"stop_position";"54.3962165";"18.6224991"
"Piastowska 06";"stop_position";"54.415154";"18.5868885"
"Nabrzeże Flisaków 01";"stop_position";"54.355425";"18.6755096"
"Nabrzeże Krakowskie 01";"stop_position";"54.356195";"18.6768566"
"Dąbrowa Miętowa";"stop_position";"54.4716129";"18.4497539"
"Brodwino 01";"stop_position";"54.4575766";"18.5343702"
"Kamienny Potok SKM 04";"stop_position";"54.4577617";"18.5529795"
"Polna 04";"stop_position";"54.4343355";"18.5775921"
"Kamienny Potok - Kujawska 01";"stop_position";"54.45868";"18.5480121"
"Kraszewskiego 03";"stop_position";"54.4542259";"18.5533405"
"Sienkiewicza 01";"stop_position";"54.4540145";"18.5485904"
"Sienkiewicza 02";"stop_position";"54.4540213";"18.5488223"
"Mazowiecka 02";"stop_position";"54.4588011";"18.5504656"
"Grand Hotel 01";"stop_position";"54.4472455";"18.56709"
"Dolny Sopot - Haffnera 01";"stop_position";"54.4496622";"18.5625382"
"Korty Tenisowe 04";"stop_position";"54.4492959";"18.5647328"
"Korczaka 02";"stop_position";"54.4969354";"18.5432783"
"Stadion PKM 02";"stop_position";"54.4967179";"18.5317984"
"Stadion Miejski 03";"stop_position";"54.4929661";"18.5296106"
"Sikorskiego 04";"stop_position";"54.4423598";"18.5565777"
"Instytut Med. Morskiej i Tropikalnej 01";"stop_position";"54.4882533";"18.5485525"
"Stadion Miejski 02";"stop_position";"54.4922056";"18.530414"
"Barzychowskiej 02";"stop_position";"54.308284";"18.5827764"
"Barzychowskiej 01";"stop_position";"54.3084783";"18.58285"
"Knyszyńska 02";"stop_position";"54.3140462";"18.6025002"
"Obrońców Wybrzeża 02";"stop_position";"54.4092459";"18.5973889"
"Kokoszki PKP 02";"stop_position";"54.3617323";"18.4922656"
