Nazwa;Typ;Latitude;Longitude;miasto;dzielnica
Czermińskiego 02;stop_position;54.3228648;18.5548344;Gdańsk;Jasień
Elfów;stop_position;54.3156967;18.5698797;Gdańsk;Ujeścisko - Łostowice
Grabowskiego;stop_position;54.3415239;18.6210194;Gdańsk;Chełm
Jaworzniaków 01;stop_position;54.3180034;18.56876;Gdańsk;Ujeścisko - Łostowice
Rębowo;stop_position;54.3221785;18.5597717;Gdańsk;Jasień
Rębowo;stop_position;54.3225193;18.5589153;Gdańsk;Jasień
Wyczółkowskiego 02;stop_position;54.3561089;18.6171259;Gdańsk;Suchanino
Wyczółkowskiego 01;stop_position;54.357222;18.619846;Gdańsk;Suchanino
Jeleniogórska;stop_position;54.3286211;18.5822832;Gdańsk;Ujeścisko - Łostowice
Jeleniogórska;stop_position;54.3288391;18.5830227;Gdańsk;Ujeścisko - Łostowice
Jabłoniowa Osiedle;stop_position;54.3317214;18.5639133;Gdańsk;Jasień
Leszczynowa 02;stop_position;54.3308554;18.5570145;Gdańsk;Jasień
Bartnicza 01;stop_position;54.3068241;18.6152072;Gdańsk;Orunia Górna - Gdańsk Południe
Niepołomicka;stop_position;54.3202507;18.5950251;Gdańsk;Ujeścisko - Łostowice
Niepołomicka;stop_position;54.3203135;18.5952142;Gdańsk;Ujeścisko - Łostowice
Olimpijska 01;stop_position;54.3055594;18.5812272;Gdańsk;Orunia Górna - Gdańsk Południe
Dom Pomocy Społecznej 01;stop_position;54.3099529;18.6201897;Gdańsk;Orunia - Święty Wojciech - Lipce
Przemian;stop_position;54.3044935;18.6043199;Gdańsk;Orunia Górna - Gdańsk Południe
Przemian 01;stop_position;54.3048721;18.6039603;Gdańsk;Orunia Górna - Gdańsk Południe
Szadółki 01;stop_position;54.3284185;18.5518042;Gdańsk;Jasień
Węzeł Lipce 02;stop_position;54.298054;18.6327525;Gdańsk;Orunia - Święty Wojciech - Lipce
Orląt Lwowskich 01;stop_position;54.3230916;18.6027435;Gdańsk;Ujeścisko - Łostowice
Orląt Lwowskich 02;stop_position;54.3231447;18.6028642;Gdańsk;Ujeścisko - Łostowice
Opolska 01;stop_position;54.405091;18.598039;Gdańsk;Przymorze Wielkie
Kołobrzeska 06;stop_position;54.4042309;18.5933817;Gdańsk;Przymorze Wielkie
Kołobrzeska 05;stop_position;54.4044637;18.5947766;Gdańsk;Przymorze Wielkie
Gdańsk, Wrzeszcz PKP;stop_position;54.3814031;18.6039936;Gdańsk;Wrzeszcz Górny
Niedźwiednik PKM 02;stop_position;54.3773701;18.5726983;Gdańsk;Wrzeszcz Górny
Niedźwiednik PKM 03;stop_position;54.3780324;18.5745893;Gdańsk;Wrzeszcz Górny
Wrzeszcz PKP;stop_position;54.3812677;18.6046161;Gdańsk;Wrzeszcz Górny
Wrzeszcz PKP 03;stop_position;54.3813324;18.6044776;Gdańsk;Wrzeszcz Górny
Wrzeszcz PKP 05;stop_position;54.3813098;18.6041896;Gdańsk;Wrzeszcz Górny
Wrzeszcz PKP 04;stop_position;54.3813954;18.6043291;Gdańsk;Wrzeszcz Górny
Lubowidzka;stop_position;54.327969;18.538216;Gdańsk;Jasień
Zabytkowa 01;stop_position;54.3798703;18.5899877;Gdańsk;Wrzeszcz Górny
Zabytkowa 02;stop_position;54.3791161;18.5877728;Gdańsk;Wrzeszcz Górny
Brzeźno Dom Zdrojowy 03;stop_position;54.4072045;18.6390075;Gdańsk;Brzeźno
Zespół Szkół Morskich 02;stop_position;54.4033038;18.6546144;Gdańsk;Nowy Port
Zespół Szkół Morskich 01;stop_position;54.4036085;18.6539283;Gdańsk;Nowy Port
Chłopska 01;stop_position;54.4083116;18.5912239;Gdańsk;Przymorze Wielkie
Biały Dwór 01;stop_position;54.408511;18.6052888;Gdańsk;Przymorze Wielkie
Biały Dwór 02;stop_position;54.4091225;18.6049486;Gdańsk;Przymorze Wielkie
Górskiego 02;stop_position;54.4187633;18.5653026;Gdańsk;Oliwa
Górskiego 01;stop_position;54.4201242;18.5651474;Gdańsk;Oliwa
Jagiellońska 01;stop_position;54.4129127;18.5915972;Gdańsk;Przymorze Wielkie
Jagiellońska 02;stop_position;54.4131999;18.5932439;Gdańsk;Przymorze Wielkie
Krynicka 01;stop_position;54.4034336;18.5878389;Gdańsk;Przymorze Małe
Krynicka 02;stop_position;54.4035498;18.5879082;Gdańsk;Przymorze Małe
Oliwa PKP 02;stop_position;54.411091;18.5726629;Gdańsk;Przymorze Małe
Oliwa PKP 04;stop_position;54.4111728;18.5722982;Gdańsk;Przymorze Małe
Oliwa PKP 03;stop_position;54.4117183;18.5740563;Gdańsk;Przymorze Małe
Oliwa 05;stop_position;54.4090838;18.5684491;Gdańsk;Oliwa
Opacka 03;stop_position;54.4152028;18.5662798;Gdańsk;Oliwa
Przymorze SKM 03;stop_position;54.4017754;18.5764166;Gdańsk;Przymorze Małe
Przymorze Wielkie;stop_position;54.4102874;18.6034046;Gdańsk;Przymorze Wielkie
Przymorze Wielkie;stop_position;54.4104722;18.6031063;Gdańsk;Przymorze Wielkie
Rybacka;stop_position;54.4242982;18.5776361;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Karwieńska 01;stop_position;54.4107523;18.5487852;Gdańsk;Oliwa
Karwieńska 02;stop_position;54.4113311;18.5468573;Gdańsk;Oliwa
Abrahama 01;stop_position;54.3926551;18.583362;Gdańsk;Strzyża
Abrahama 02;stop_position;54.3938457;18.5813228;Gdańsk;Oliwa
Centrum Medycyny Inwazyjnej 02;stop_position;54.3661733;18.6192037;Gdańsk;Aniołki
Centrum Medycyny Inwazyjnej 01;stop_position;54.3663063;18.6195282;Gdańsk;Aniołki
Centrum Onkologii 04;stop_position;54.3701551;18.6272908;Gdańsk;Aniołki
Jasia i Małgosi 02;stop_position;54.3978875;18.56414;Gdańsk;Oliwa
Jasia i Małgosi 01;stop_position;54.3980687;18.5640341;Gdańsk;Oliwa
Jaśkowa Dolina 04;stop_position;54.3776637;18.6082548;Gdańsk;Wrzeszcz Górny
Lwowska 01;stop_position;54.3896863;18.6222367;Gdańsk;Wrzeszcz Dolny
Matemblewo 01;stop_position;54.3666988;18.5488136;Gdańsk;Brętowo
Meczet;stop_position;54.3901605;18.5733886;Gdańsk;VII Dwór
Meczet;stop_position;54.3905535;18.5724456;Gdańsk;VII Dwór
Mjr Hubala;stop_position;54.3863754;18.5789903;Gdańsk;Strzyża
Mjr Hubala;stop_position;54.3874249;18.5775912;Gdańsk;Strzyża
Opera Bałtycka;stop_position;54.3731195;18.6234403;Gdańsk;Wrzeszcz Górny
"SDO ""Złota Jesień""";stop_position;54.3870216;18.5988476;Gdańsk;Zaspa-Młyniec
Mostowa 01;stop_position;54.3363261;18.6485483;Gdańsk;Orunia - Święty Wojciech - Lipce
Szpital Marynarki Wojennej;stop_position;54.3939175;18.5675997;Gdańsk;VII Dwór
Teatr Miniatura / Radio Gdańsk 04;stop_position;54.3752559;18.6177157;Gdańsk;Wrzeszcz Górny
Uniwersyteckie Centrum Kliniczne 02;stop_position;54.3666657;18.6266496;Gdańsk;Aniołki
Uniwersytet Medyczny 04;stop_position;54.3674138;18.6316994;Gdańsk;Aniołki
Uniwersytet Medyczny;stop_position;54.3675758;18.6328132;Gdańsk;Aniołki
Uphagena 01;stop_position;54.3768476;18.61508;Gdańsk;Wrzeszcz Górny
Wrzeszcz PKP 01;stop_position;54.3808014;18.6064871;Gdańsk;Wrzeszcz Górny
Zakopiańska;stop_position;54.3489191;18.6170259;Gdańsk;Siedlce
Zaspa SKM;stop_position;54.389333;18.5944957;Gdańsk;Zaspa-Młyniec
Zaspa SKM;stop_position;54.3895177;18.5944388;Gdańsk;Zaspa-Młyniec
Baza Manipulacyjna 02;stop_position;54.353625;18.7570635;Gdańsk;Krakowiec - Górki Zachodnie
Baza Manipulacyjna 01;stop_position;54.3538379;18.7579;Gdańsk;Krakowiec - Górki Zachodnie
Belgradzka 03;stop_position;54.3565014;18.5874255;Gdańsk;Piecki-Migowo
Błonia;stop_position;54.3512441;18.703973;Gdańsk;Rudniki
Błonia 01;stop_position;54.3513483;18.7039264;Gdańsk;Rudniki
Dwór Ferberów 01;stop_position;54.3059293;18.6301496;Gdańsk;Orunia - Święty Wojciech - Lipce
Górki Wschodnie 01;stop_position;54.3504337;18.7930884;Gdańsk;Wyspa Sobieszewska
Górki Wschodnie 02;stop_position;54.3508336;18.7909197;Gdańsk;Wyspa Sobieszewska
Jasień - Działki;stop_position;54.3444058;18.5422975;Gdańsk;Jasień
Jasień - Działki;stop_position;54.3445448;18.5412281;Gdańsk;Jasień
Lipowa;stop_position;54.3395099;18.5762499;Gdańsk;Ujeścisko - Łostowice
Miałki Szlak 02;stop_position;54.3489102;18.6842907;Gdańsk;Rudniki
Miałki Szlak 01;stop_position;54.3492191;18.6800499;Gdańsk;Rudniki
Myśliwska;stop_position;54.3437483;18.5811856;Gdańsk;Ujeścisko - Łostowice
Myśliwska;stop_position;54.3441861;18.5819075;Gdańsk;Ujeścisko - Łostowice
Wileńska 01;stop_position;54.3618414;18.5947038;Gdańsk;Piecki-Migowo
Piekarnicza;stop_position;54.3520905;18.5917904;Gdańsk;Siedlce
Sucharskiego - PKP 02;stop_position;54.3718567;18.6833745;Gdańsk;Stogi
Wiślinka Szkoła;stop_position;54.3303184;18.8002033;Wiślinka;
Wiślinka Szkoła;stop_position;54.3306683;18.8020165;Wiślinka;
Zielony Stok;stop_position;54.3456662;18.596063;Gdańsk;Siedlce
Zielony Stok;stop_position;54.3459825;18.5982702;Gdańsk;Siedlce
Bażyńskiego 06;stop_position;54.3993354;18.5691173;Gdańsk;Oliwa
Czerwony Dwór 04;stop_position;54.4114752;18.5877988;Gdańsk;Przymorze Małe
Czerwony Dwór 05;stop_position;54.4124559;18.5889917;Gdańsk;Przymorze Wielkie
Czerwony Dwór 03;stop_position;54.4130202;18.5879177;Gdańsk;Przymorze Małe
Jaśkowa Dolina 03;stop_position;54.3784997;18.6064831;Gdańsk;Wrzeszcz Górny
Galeria Bałtycka 07;stop_position;54.3832874;18.5990849;Gdańsk;Wrzeszcz Górny
Gospody 01;stop_position;54.4197893;18.5827598;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Jaśkowa Dolina 05;stop_position;54.377813;18.6068022;Gdańsk;Wrzeszcz Górny
Kujawska 02;stop_position;54.3764829;18.6702174;Gdańsk;Przeróbka
Kujawska 01;stop_position;54.3767285;18.6701533;Gdańsk;Przeróbka
Nowe Ogrody;stop_position;54.3526491;18.6421378;Gdańsk;Śródmieście
Obrońców Westerplatte 04;stop_position;54.4082807;18.5628592;Gdańsk;Oliwa
Obrońców Westerplatte 03;stop_position;54.4083548;18.5630816;Gdańsk;Oliwa
Obrońców Westerplatte 05;stop_position;54.4087105;18.5636427;Gdańsk;Oliwa
Oliwa PKP 01;stop_position;54.4111549;18.5728881;Gdańsk;Przymorze Małe
Oliwa 07;stop_position;54.409231;18.5670585;Gdańsk;Oliwa
Oliwa 06;stop_position;54.4092878;18.5674475;Gdańsk;Oliwa
Oliwa 04;stop_position;54.4091123;18.5682183;Gdańsk;Oliwa
Opera Bałtycka;stop_position;54.372874;18.6248485;Gdańsk;Wrzeszcz Górny
Pomorska - Osiedle;stop_position;54.4180449;18.5779701;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Teatr Miniatura / Radio Gdańsk 03;stop_position;54.3757725;18.6162499;Gdańsk;Wrzeszcz Górny
Wojska Polskiego;stop_position;54.3870901;18.5896566;Gdańsk;Strzyża
Zakopiańska;stop_position;54.3489413;18.618887;Gdańsk;Siedlce
Zamenhofa 04;stop_position;54.3868413;18.5849102;Gdańsk;Strzyża
Zamenhofa 03;stop_position;54.3869808;18.5849857;Gdańsk;Strzyża
Żabi Kruk;stop_position;54.3464412;18.6515889;Gdańsk;Śródmieście
Żabi Kruk;stop_position;54.3466796;18.6516493;Gdańsk;Śródmieście
Bażyńskiego 07;stop_position;54.3989605;18.5672598;Gdańsk;Oliwa
Krasickiego 01;stop_position;54.4063569;18.6436964;Gdańsk;Brzeźno
Brzeźno Dom Zdrojowy 02;stop_position;54.4073171;18.6385279;Gdańsk;Brzeźno
Brzeźno Dom Zdrojowy 01;stop_position;54.4073395;18.6380755;Gdańsk;Brzeźno
Bysewo 05;stop_position;54.3748512;18.463601;Gdańsk;Kokoszki
Krasickiego 04;stop_position;54.4059782;18.644666;Gdańsk;Brzeźno
Latarnia Morska;stop_position;54.4046293;18.6552227;Gdańsk;Nowy Port
Latarnia Morska;stop_position;54.4047041;18.6559482;Gdańsk;Nowy Port
Norblina 02;stop_position;54.3881215;18.5715219;Gdańsk;VII Dwór
Polsat Plus Arena Gdańsk;stop_position;54.3873878;18.6489883;Gdańsk;Letnica
Plac Wolności 01;stop_position;54.3990549;18.6700066;Gdańsk;Nowy Port
Swojska 01;stop_position;54.379581;18.6344484;Gdańsk;Letnica
Marynarki Polskiej 02;stop_position;54.3983659;18.6661477;Gdańsk;Nowy Port
Brama Wyżynna 05;stop_position;54.3505333;18.6463073;Gdańsk;Śródmieście
Brama Wyżynna 03;stop_position;54.3506975;18.6463662;Gdańsk;Śródmieście
Łostowice Świętokrzyska 04;stop_position;54.3226583;18.6061083;Gdańsk;Orunia Górna - Gdańsk Południe
Łostowice Świętokrzyska 06;stop_position;54.3232782;18.6061866;Gdańsk;Orunia Górna - Gdańsk Południe
Żaglowa - AmberExpo;stop_position;54.382555;18.6387737;Gdańsk;Letnica
Beniowskiego 02;stop_position;54.4094534;18.5769208;Gdańsk;Przymorze Małe
Bora Komorowskiego 04;stop_position;54.408891;18.5872465;Gdańsk;Przymorze Małe
Dworzec Główny 13;stop_position;54.3547637;18.6456187;Gdańsk;Śródmieście
Dworzec Główny 11;stop_position;54.3549569;18.6456677;Gdańsk;Śródmieście
Dworzec Główny;stop_position;54.3551143;18.6457076;Gdańsk;Śródmieście
Dworzec Główny 07;stop_position;54.3552875;18.6457516;Gdańsk;Śródmieście
Dworzec Główny 10;stop_position;54.3555316;18.6453894;Gdańsk;Śródmieście
Dworzec Główny 05;stop_position;54.3554893;18.6458028;Gdańsk;Śródmieście
Twierdza Wisłoujście;stop_position;54.3914572;18.6796648;Gdańsk;Przeróbka
Twierdza Wisłoujście;stop_position;54.3915757;18.6799602;Gdańsk;Przeróbka
Skrajna;stop_position;54.3490697;18.6123863;Gdańsk;Siedlce
Skrajna;stop_position;54.3490105;18.6129127;Gdańsk;Siedlce
Siedlce 03;stop_position;54.3482958;18.6065044;Gdańsk;Siedlce
Siedlce 02;stop_position;54.3481254;18.6070265;Gdańsk;Siedlce
Siedlce 01;stop_position;54.3482489;18.6071598;Gdańsk;Siedlce
Siedlce 05;stop_position;54.3483116;18.6070135;Gdańsk;Siedlce
Siedlce 04;stop_position;54.3481633;18.6072261;Gdańsk;Siedlce
Brętowo PKM 03;stop_position;54.3640524;18.573601;Gdańsk;Piecki-Migowo
Matarnia PKM 02;stop_position;54.3731095;18.5059339;Gdańsk;Matarnia
Budapesztańska;stop_position;54.3559825;18.5786958;Gdańsk;Piecki-Migowo
Budapesztańska;stop_position;54.3561471;18.5787656;Gdańsk;Piecki-Migowo
Warneńska 01;stop_position;54.3576445;18.5830886;Gdańsk;Piecki-Migowo
Warneńska 02;stop_position;54.3576779;18.5823548;Gdańsk;Piecki-Migowo
Jelitkowo 02;stop_position;54.4231923;18.5927288;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Port Lotniczy 02;stop_position;54.3827319;18.4677724;Gdańsk;Matarnia
Port Lotniczy 03;stop_position;54.3828029;18.4678207;Gdańsk;Matarnia
Port Lotniczy 04;stop_position;54.3828806;18.4678747;Gdańsk;Matarnia
Wiślinka Piaskowa;stop_position;54.3385504;18.8235306;Wiślinka;
Sobieszewko 01;stop_position;54.3285347;18.843926;Gdańsk;Wyspa Sobieszewska
Sobieszewska Pastwa 1 02;stop_position;54.3193629;18.8651921;Gdańsk;Wyspa Sobieszewska
Port Lotniczy 01;stop_position;54.3826562;18.4677208;Gdańsk;Matarnia
Biblioteka Główna UG 02;stop_position;54.3972508;18.5773516;Gdańsk;Oliwa
Biblioteka Główna UG 01;stop_position;54.3987902;18.5760285;Gdańsk;Oliwa
Falowa 01;stop_position;54.3430436;18.8360478;Gdańsk;Wyspa Sobieszewska
Falowa 02;stop_position;54.3430547;18.835905;Gdańsk;Wyspa Sobieszewska
Kanałowa 01;stop_position;54.342783;18.8391645;Gdańsk;Wyspa Sobieszewska
Kanałowa 02;stop_position;54.3427852;18.839441;Gdańsk;Wyspa Sobieszewska
Katarzynki;stop_position;54.3542667;18.6536823;Gdańsk;Śródmieście
Katownia;stop_position;54.3504658;18.6476937;Gdańsk;Śródmieście
Kwiatowa 02;stop_position;54.3392469;18.8946788;Gdańsk;Wyspa Sobieszewska
Kwiatowa 01;stop_position;54.3393786;18.8936352;Gdańsk;Wyspa Sobieszewska
Lazurowa 02;stop_position;54.3413654;18.8740582;Gdańsk;Wyspa Sobieszewska
Lazurowa 01;stop_position;54.3416106;18.8728799;Gdańsk;Wyspa Sobieszewska
Na Szańcach 02;stop_position;54.3447298;18.6730908;Gdańsk;Olszynka
Teatr Szekspirowski;stop_position;54.3484051;18.6472579;Gdańsk;Śródmieście
Plac Solidarności 03;stop_position;54.3584943;18.6473548;Gdańsk;Śródmieście
Plac Solidarności 04;stop_position;54.3593364;18.6476588;Gdańsk;Śródmieście
Na Zaspę;stop_position;54.4018626;18.6652689;Gdańsk;Nowy Port
Nowy Port Szaniec Zachodni 02;stop_position;54.396151;18.6728191;Gdańsk;Nowy Port
Nowy Port Szaniec Zachodni 01;stop_position;54.3962651;18.673519;Gdańsk;Nowy Port
Przychodnia 01;stop_position;54.4022047;18.6699422;Gdańsk;Nowy Port
Na Zaspę 01;stop_position;54.4014261;18.6646313;Gdańsk;Nowy Port
Rybołowców 01;stop_position;54.4026721;18.6655568;Gdańsk;Nowy Port
Władysława IV 01;stop_position;54.3987054;18.6743135;Gdańsk;Nowy Port
Gronostajowa;stop_position;54.3452259;18.547425;Gdańsk;Jasień
Jasień PKM 01;stop_position;54.3531766;18.5500166;Gdańsk;Jasień
Jasieńska;stop_position;54.34848;18.5494784;Gdańsk;Jasień
Jasieńska;stop_position;54.3495401;18.5524605;Gdańsk;Jasień
Jasieńska;stop_position;54.3496884;18.5495422;Gdańsk;Jasień
Jodowa 01;stop_position;54.3459122;18.8204278;Gdańsk;Wyspa Sobieszewska
Jodowa 02;stop_position;54.3461684;18.8197748;Gdańsk;Wyspa Sobieszewska
Kolonia Uroda;stop_position;54.3923141;18.622341;Gdańsk;Wrzeszcz Dolny
Kolonia Uroda;stop_position;54.39265;18.6223998;Gdańsk;Wrzeszcz Dolny
Kościuszki;stop_position;54.3880085;18.6223745;Gdańsk;Wrzeszcz Dolny
Nadwiślańska 02;stop_position;54.348904;18.8039343;Gdańsk;Wyspa Sobieszewska
Nadwiślańska 01;stop_position;54.3489305;18.8036039;Gdańsk;Wyspa Sobieszewska
Nowy Port Góreckiego 01;stop_position;54.4000499;18.6709981;Gdańsk;Nowy Port
Ornitologów 01;stop_position;54.3491334;18.7987129;Gdańsk;Wyspa Sobieszewska
Ornitologów 02;stop_position;54.3492346;18.7976437;Gdańsk;Wyspa Sobieszewska
Mostowa 02;stop_position;54.3352694;18.6495083;Gdańsk;Orunia - Święty Wojciech - Lipce
Sobieszewska 02;stop_position;54.3469636;18.8158469;Gdańsk;Wyspa Sobieszewska
Sobieszewska 01;stop_position;54.3471488;18.813828;Gdańsk;Wyspa Sobieszewska
Tęczowa 02;stop_position;54.3481091;18.8106703;Gdańsk;Wyspa Sobieszewska
Tęczowa 01;stop_position;54.348452;18.8092214;Gdańsk;Wyspa Sobieszewska
Benzynowa 01;stop_position;54.3416531;18.7528441;Gdańsk;Rudniki
Benzynowa 02;stop_position;54.3417171;18.7530924;Gdańsk;Rudniki
Makro 04;stop_position;54.3389124;18.7382538;Przejazdowo;
Michałki 02;stop_position;54.347058;18.7177715;Gdańsk;Rudniki
Michałki 01;stop_position;54.3471592;18.7178756;Gdańsk;Rudniki
Naftowa 01;stop_position;54.3428554;18.7696168;Gdańsk;Rudniki
Oczyszczalnia 02;stop_position;54.3421122;18.757214;Gdańsk;Rudniki
Oczyszczalnia 01;stop_position;54.3421168;18.7579118;Gdańsk;Rudniki
Olszynka - Szkoła 02;stop_position;54.3418317;18.6691711;Gdańsk;Olszynka
Płońska 01;stop_position;54.3470001;18.7739332;Gdańsk;Rudniki
Płońska 02;stop_position;54.3469986;18.7740701;Gdańsk;Rudniki
Rafineria 02;stop_position;54.3431978;18.7234828;Gdańsk;Rudniki
Rafineria 01;stop_position;54.3439819;18.7217873;Gdańsk;Rudniki
Tarcice 02;stop_position;54.3512132;18.7107899;Gdańsk;Rudniki
Tarcice 01;stop_position;54.3522882;18.7085347;Gdańsk;Rudniki
Zagroble 02;stop_position;54.3468682;18.7854499;Gdańsk;Rudniki
Zagroble 01;stop_position;54.3468912;18.7851028;Gdańsk;Rudniki
Chłodna 02;stop_position;54.3433395;18.6627064;Gdańsk;Śródmieście
Dobra 01;stop_position;54.3412307;18.6553196;Gdańsk;Śródmieście
Dworska;stop_position;54.4042173;18.62726;Gdańsk;Brzeźno
Dworska;stop_position;54.4043447;18.6256004;Gdańsk;Brzeźno
Grudziądzka 05;stop_position;54.3968247;18.622176;Gdańsk;Wrzeszcz Dolny
PCK 01;stop_position;54.4044583;18.6325625;Gdańsk;Brzeźno
PCK 02;stop_position;54.4047478;18.6316024;Gdańsk;Brzeźno
Uczniowska;stop_position;54.4004306;18.6256365;Gdańsk;Brzeźno
Wróbla 01;stop_position;54.3406105;18.6579678;Gdańsk;Śródmieście
Biała 01;stop_position;54.3780436;18.6152339;Gdańsk;Wrzeszcz Górny
al. Płażyńskiego;stop_position;54.4011327;18.6236776;Gdańsk;Brzeźno
al. Płażyńskiego;stop_position;54.401309;18.622131;Gdańsk;Zaspa-Rozstaje
Brak nazwy;stop_position;54.4027461;18.6233853;Gdańsk;Brzeźno
al. Płażyńskiego;stop_position;54.4031032;18.6218901;Gdańsk;Zaspa-Rozstaje
Łanowa II;stop_position;54.326176;18.6728598;Gdańsk;Olszynka
Łanowa III;stop_position;54.3223407;18.6773213;Gdańsk;Olszynka
Łanowa IV;stop_position;54.3190999;18.6811033;Gdańsk;Olszynka
al. Płażyńskiego;stop_position;54.4016139;18.6224081;Gdańsk;Zaspa-Rozstaje
al. Płażyńskiego;stop_position;54.4027165;18.6231093;Gdańsk;Brzeźno
Gdańska;stop_position;54.4023503;18.6308474;Gdańsk;Brzeźno
Grudziądzka;stop_position;54.3961508;18.6223032;Gdańsk;Wrzeszcz Dolny
Grudziądzka;stop_position;54.3964023;18.6223614;Gdańsk;Wrzeszcz Dolny
Sternicza;stop_position;54.404669;18.6345052;Gdańsk;Brzeźno
Uczniowska;stop_position;54.4002647;18.6263324;Gdańsk;Brzeźno
Gdańsk Przymorze - Uniwersytet;stop_position;54.4005673;18.576604;Gdańsk;Oliwa
Buszkowy;stop_position;54.2308355;18.4329029;Buszkowy;
Kolbudy;stop_position;54.2704141;18.4703507;Kolbudy;
Piekarnicza;stop_position;54.351549;18.5921624;Gdańsk;Siedlce
Belgradzka 01;stop_position;54.355539;18.5884474;Gdańsk;Piecki-Migowo
Belgradzka 02;stop_position;54.355733;18.588347;Gdańsk;Piecki-Migowo
Chopina 01;stop_position;54.2627028;18.6362087;Pruszcz Gdański;Śródmieście
Zastawna 02;stop_position;54.2458225;18.6226415;Pruszcz Gdański;
Powstańców Warszawy/Gałczyńskiego 01;stop_position;54.2550256;18.6722264;Pruszcz Gdański;Osiedle Wschód
Rotmanka - Rondo 01;stop_position;54.2708882;18.6167728;Rotmanka;
Kolumba 02;stop_position;54.3604119;18.5774028;Gdańsk;Piecki-Migowo
Kolumba 01;stop_position;54.3602121;18.5775805;Gdańsk;Piecki-Migowo
Bażyńskiego 04;stop_position;54.3995523;18.5678336;Gdańsk;Oliwa
Kościuszki 04;stop_position;54.3875629;18.622263;Gdańsk;Wrzeszcz Dolny
Ukośna 02;stop_position;54.3109429;18.6296477;Gdańsk;Orunia - Święty Wojciech - Lipce
Ukośna 01;stop_position;54.3116182;18.6297262;Gdańsk;Orunia - Święty Wojciech - Lipce
Uniwersytet Gdański;stop_position;54.3956478;18.5715813;Gdańsk;Oliwa
Wyspiańskiego;stop_position;54.3764203;18.6234083;Gdańsk;Wrzeszcz Dolny
Brama Żuławska;stop_position;54.3474471;18.6694814;Gdańsk;Śródmieście
Brama Żuławska;stop_position;54.3474834;18.6689381;Gdańsk;Śródmieście
Chełm Cienista 01;stop_position;54.3383064;18.6268372;Gdańsk;Chełm
Os. Świętokrzyskie 02;stop_position;54.3136346;18.5710142;Gdańsk;Ujeścisko - Łostowice
Os. Świętokrzyskie 01;stop_position;54.313791;18.5713573;Gdańsk;Ujeścisko - Łostowice
Os. Świętokrzyskie 03;stop_position;54.3140924;18.569726;Gdańsk;Ujeścisko - Łostowice
Przejazdowo Sezonowa 71;stop_position;54.3323617;18.7439073;Przejazdowo;
Przejazdowo Sezonowa 04;stop_position;54.3300342;18.7444718;Przejazdowo;
Przejazdowo Łąkowa 02;stop_position;54.3220713;18.7507123;Przejazdowo;
Przejazdowo Łąkowa 01;stop_position;54.3221185;18.7502363;Przejazdowo;
Wieżycka;stop_position;54.3180482;18.5868421;Gdańsk;Ujeścisko - Łostowice
Wieżycka;stop_position;54.3180893;18.5870015;Gdańsk;Ujeścisko - Łostowice
Batalionów Chłopskich 02;stop_position;54.2450925;18.630371;Pruszcz Gdański;
Słowackiego 01;stop_position;54.2624578;18.6609343;Pruszcz Gdański;Osiedle Wschód
Urząd Skarbowy 01;stop_position;54.2493628;18.6379698;Pruszcz Gdański;Śródmieście
Grudziądzka 03;stop_position;54.3976385;18.6221689;Gdańsk;Wrzeszcz Dolny
Wiczlino - Działki I;stop_position;54.4819645;18.437778;Gdynia;Chwarzno-Wiczlino
Okrężna (n/ż);stop_position;54.4469526;18.5515801;Sopot;
Pruszcz Gd., Dworzec Kolejowy;stop_position;54.2582481;18.6450816;Pruszcz Gdański;Śródmieście
Karwiny PKM 04;stop_position;54.4702017;18.5094708;Gdynia;Mały Kack
Zastawna/Rondo 29;stop_position;54.2400872;18.6136836;Pruszcz Gdański;
Zakoniczyn 01;stop_position;54.3197759;18.577219;Gdańsk;Ujeścisko - Łostowice
Ergo Arena 02;stop_position;54.4262908;18.5761185;Sopot;
Ergo Arena 01;stop_position;54.426647;18.5758924;Sopot;
Łokietka 02;stop_position;54.4305611;18.5736105;Sopot;
Brak nazwy;stop_position;54.4326183;18.5735962;Sopot;
Polna 03;stop_position;54.4344193;18.5777641;Sopot;
Nadwodna 01;stop_position;54.4227838;18.5641285;Gdańsk;Oliwa
Jaworowa 02;stop_position;54.3388031;18.5597549;Gdańsk;Jasień
Jeziorowa 02;stop_position;54.3346151;18.5595268;Gdańsk;Jasień
Jeziorowa 01;stop_position;54.3327737;18.5592313;Gdańsk;Jasień
Jaworowa 01;stop_position;54.338301;18.5596534;Gdańsk;Jasień
Chopina/Rondo 02;stop_position;54.2614264;18.6527403;Pruszcz Gdański;Osiedle Wschód
Bielkowo;stop_position;54.276834;18.5027366;Bielkowo;
Sopot Przylesie;stop_position;54.4478456;18.5406072;Sopot;
Wybickiego 01;stop_position;54.4372957;18.5575657;Sopot;
Małopolska 02;stop_position;54.4556112;18.5433954;Sopot;
Łużycka 03;stop_position;54.4561064;18.5505986;Sopot;
Opera Bałtycka 04;stop_position;54.3725167;18.6232913;Gdańsk;Wrzeszcz Górny
